0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.000000e-04	9.972247e-01	2.771194e-03	4.065914e-06	4.441008e-09	4.256747e-12	3.851720e-15	3.338362e-18	2.756415e-21	2.156211e-24	1.592526e-27	1.106959e-30	7.213875e-34	4.387945e-37	2.478461e-40	1.292269e-43	6.176571e-47	2.683873e-50	1.049619e-53	3.648894e-57	1.109971e-60	2.894195e-64	6.288907e-68	1.093264e-71	1.425440e-75	1.239065e-79	5.385449e-84
2.000000e-04	9.944561e-01	5.527595e-03	1.622221e-05	3.544270e-08	6.795652e-11	1.230072e-13	2.132772e-16	3.522919e-19	5.513265e-22	8.146600e-25	1.132938e-27	1.477205e-30	1.797809e-33	2.031828e-36	2.119791e-39	2.027381e-42	1.762830e-45	1.379599e-48	9.597725e-52	5.842743e-55	3.048903e-58	1.325911e-61	4.613180e-65	1.203851e-68	2.094493e-72	1.822135e-76
3.000000e-04	9.916942e-01	8.269253e-03	3.640692e-05	1.193316e-07	3.432647e-10	9.322070e-13	2.425061e-15	6.010207e-18	1.411291e-20	3.129088e-23	6.529708e-26	1.277578e-28	2.333251e-31	3.957210e-34	6.195720e-37	8.892901e-40	1.160487e-42	1.363067e-45	1.423245e-48	1.300433e-51	1.018561e-54	6.648790e-58	3.472370e-61	1.360217e-64	3.552526e-68	4.639528e-72
4.000000e-04	9.889389e-01	1.099622e-02	6.455834e-05	2.821799e-07	1.082472e-09	3.920409e-12	1.360146e-14	4.495815e-17	1.408005e-19	4.163768e-22	1.158928e-24	3.024520e-27	7.368002e-30	1.666898e-32	3.481417e-35	6.665991e-38	1.160462e-40	1.818404e-43	2.533071e-46	3.087897e-49	3.226873e-52	2.810413e-55	1.958387e-58	1.023620e-61	3.567286e-65	6.216665e-69
5.000000e-04	9.861903e-01	1.370855e-02	1.006151e-04	5.498070e-07	2.636873e-09	1.194006e-11	5.179359e-14	2.140555e-16	8.382276e-19	3.099538e-21	1.078778e-23	3.520547e-26	1.072492e-28	3.034285e-31	7.925363e-34	1.897825e-36	4.132030e-39	8.097973e-42	1.410911e-44	2.151265e-47	2.811930e-50	3.063351e-53	2.670188e-56	1.745867e-59	7.611186e-63	1.659305e-66
6.000000e-04	9.834482e-01	1.640628e-02	1.445159e-04	9.477804e-07	5.455647e-09	2.965087e-11	1.543809e-13	7.658484e-16	3.599893e-18	1.597896e-20	6.676064e-23	2.615458e-25	9.565185e-28	3.248856e-30	1.018780e-32	2.928985e-35	7.656617e-38	1.801668e-40	3.769084e-43	6.900497e-46	1.083063e-48	1.416842e-51	1.483047e-54	1.164461e-57	6.096483e-61	1.596171e-64
7.000000e-04	9.807128e-01	1.908948e-02	1.962000e-04	1.501417e-06	1.008475e-08	6.395816e-11	3.886015e-13	2.249665e-15	1.234075e-17	6.392788e-20	3.117199e-22	1.425301e-24	6.083871e-27	2.411889e-29	8.827954e-32	2.962528e-34	9.039831e-37	2.483070e-39	6.063919e-42	1.296027e-44	2.374740e-47	3.626813e-50	4.432128e-53	4.063020e-56	2.483605e-59	7.592316e-63
8.000000e-04	9.779840e-01	2.175818e-02	2.556066e-04	2.235786e-06	1.716581e-08	1.244457e-10	8.643426e-13	5.720172e-15	3.587195e-17	2.124411e-19	1.184296e-21	6.191029e-24	3.021405e-26	1.369531e-28	5.731560e-31	2.199308e-33	7.673747e-36	2.410307e-38	6.731091e-41	1.645158e-43	3.447336e-46	6.021149e-49	8.415228e-52	8.822963e-55	6.168400e-58	2.156758e-61
9.000000e-04	9.752617e-01	2.441245e-02	3.226755e-04	3.175707e-06	2.743503e-08	2.238034e-10	1.749165e-12	1.302639e-14	9.192909e-17	6.126777e-19	3.843812e-21	2.261443e-23	1.242126e-25	6.336868e-28	2.984933e-30	1.289197e-32	5.063200e-35	1.790139e-37	5.627423e-40	1.548296e-42	3.652287e-45	7.181382e-48	1.129938e-50	1.333755e-53	1.049831e-56	4.132819e-60
